	act	scene	char_from	char_to	sentence
196	1	5	HAMLET	GHOST	_Hic et ubique?_ Then we’ll shift our ground. Come hither, gentlemen, And lay your hands again upon my sword. Never to speak of this that you have heard. Swear by my sword.
197	1	5	GHOST	HAMLET	Swear.
198	1	5	HAMLET	GHOST	Well said, old mole! Canst work i’ th’earth so fast? A worthy pioner! Once more remove, good friends.
199	1	5	HORATIO	HAMLET	O day and night, but this is wondrous strange.
200	1	5	HAMLET	HORATIO	And therefore as a stranger give it welcome. There are more things in heaven and earth, Horatio, Than are dreamt of in your philosophy. But come, Here, as before, never, so help you mercy, How strange or odd soe’er I bear myself,— As I perchance hereafter shall think meet To put an antic disposition on— That you, at such times seeing me, never shall, With arms encumber’d thus, or this head-shake, Or by pronouncing of some doubtful phrase, As ‘Well, we know’, or ‘We could and if we would’, Or ‘If we list to speak’; or ‘There be and if they might’, Or such ambiguous giving out, to note That you know aught of me:—this not to do. So grace and mercy at your most need help you, Swear.
201	1	5	GHOST	HAMLET	Swear.
202	1	5	HAMLET	GHOST	Rest, rest, perturbed spirit. So, gentlemen, With all my love I do commend me to you; And what so poor a man as Hamlet is May do t’express his love and friending to you, God willing, shall not lack. Let us go in together, And still your fingers on your lips, I pray. The time is out of joint. O cursed spite, That ever I was born to set it right. Nay, come, let’s go together.
203	2	1	POLONIUS	REYNALDO	Give him this money and these notes, Reynaldo.
204	2	1	REYNALDO	POLONIUS	I will, my lord.
205	2	1	POLONIUS	REYNALDO	You shall do marvellous wisely, good Reynaldo, Before you visit him, to make inquiry Of his behaviour.
206	2	1	REYNALDO	POLONIUS	My lord, I did intend it.
207	2	1	POLONIUS	REYNALDO	Marry, well said; very well said. Look you, sir, Enquire me first what Danskers are in Paris; And how, and who, what means, and where they keep, What company, at what expense; and finding By this encompassment and drift of question, That they do know my son, come you more nearer Than your particular demands will touch it. Take you as ’twere some distant knowledge of him, As thus, ‘I know his father and his friends, And in part him’—do you mark this, Reynaldo?
208	2	1	REYNALDO	POLONIUS	Ay, very well, my lord.
209	2	1	POLONIUS	REYNALDO	‘And in part him, but,’ you may say, ‘not well; But if’t be he I mean, he’s very wild; Addicted so and so;’ and there put on him What forgeries you please; marry, none so rank As may dishonour him; take heed of that; But, sir, such wanton, wild, and usual slips As are companions noted and most known To youth and liberty.
210	2	1	REYNALDO	POLONIUS	As gaming, my lord?
211	2	1	POLONIUS	REYNALDO	Ay, or drinking, fencing, swearing, Quarrelling, drabbing. You may go so far.
212	2	1	REYNALDO	POLONIUS	My lord, that would dishonour him.
213	2	1	POLONIUS	REYNALDO	Faith no, as you may season it in the charge. You must not put another scandal on him, That he is open to incontinency; That’s not my meaning: but breathe his faults so quaintly That they may seem the taints of liberty; The flash and outbreak of a fiery mind, A savageness in unreclaimed blood, Of general assault.
214	2	1	REYNALDO	POLONIUS	But my good lord—
215	2	1	POLONIUS	REYNALDO	Wherefore should you do this?
216	2	1	REYNALDO	POLONIUS	Ay, my lord, I would know that.
217	2	1	POLONIUS	REYNALDO	Marry, sir, here’s my drift, And I believe it is a fetch of warrant. You laying these slight sullies on my son, As ’twere a thing a little soil’d i’ th’ working, Mark you, Your party in converse, him you would sound, Having ever seen in the prenominate crimes The youth you breathe of guilty, be assur’d He closes with you in this consequence; ‘Good sir,’ or so; or ‘friend,’ or ‘gentleman’— According to the phrase or the addition Of man and country.
218	2	1	REYNALDO	POLONIUS	Very good, my lord.
219	2	1	POLONIUS	REYNALDO	And then, sir, does he this,— He does—What was I about to say? By the mass, I was about to say something. Where did I leave?
220	2	1	REYNALDO	POLONIUS	At ‘closes in the consequence.’ At ‘friend or so,’ and ‘gentleman.’
221	2	1	POLONIUS	REYNALDO	At ‘closes in the consequence’ ay, marry! He closes with you thus: ‘I know the gentleman, I saw him yesterday, or t’other day, Or then, or then, with such and such; and, as you say, There was he gaming, there o’ertook in’s rouse, There falling out at tennis’: or perchance, ‘I saw him enter such a house of sale’— _Videlicet_, a brothel, or so forth. See you now; Your bait of falsehood takes this carp of truth; And thus do we of wisdom and of reach, With windlasses, and with assays of bias, By indirections find directions out. So by my former lecture and advice Shall you my son. You have me, have you not?
222	2	1	REYNALDO	POLONIUS	My lord, I have.
223	2	1	POLONIUS	REYNALDO	God b’ wi’ you, fare you well.
224	2	1	REYNALDO	POLONIUS	Good my lord.
225	2	1	POLONIUS	REYNALDO	Observe his inclination in yourself.
226	2	1	REYNALDO	POLONIUS	I shall, my lord.
227	2	1	POLONIUS	REYNALDO	And let him ply his music.
228	2	1	REYNALDO	POLONIUS	Well, my lord.
229	2	1	POLONIUS	REYNALDO	Farewell. Enter Ophelia. How now, Ophelia, what’s the matter?
230	2	1	OPHELIA	POLONIUS	Alas, my lord, I have been so affrighted.
231	2	1	POLONIUS	OPHELIA	With what, in the name of God?
232	2	1	OPHELIA	POLONIUS	My lord, as I was sewing in my chamber, Lord Hamlet, with his doublet all unbrac’d, No hat upon his head, his stockings foul’d, Ungart’red, and down-gyved to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosed out of hell To speak of horrors, he comes before me.
233	2	1	POLONIUS	OPHELIA	Mad for thy love?
234	2	1	OPHELIA	POLONIUS	My lord, I do not know, but truly I do fear it.
235	2	1	POLONIUS	OPHELIA	What said he?
236	2	1	OPHELIA	POLONIUS	He took me by the wrist and held me hard; Then goes he to the length of all his arm; And with his other hand thus o’er his brow, He falls to such perusal of my face As he would draw it. Long stay’d he so, At last,—a little shaking of mine arm, And thrice his head thus waving up and down, He rais’d a sigh so piteous and profound As it did seem to shatter all his bulk And end his being. That done, he lets me go, And with his head over his shoulder turn’d He seem’d to find his way without his eyes, For out o’ doors he went without their help, And to the last bended their light on me.
237	2	1	POLONIUS	OPHELIA	Come, go with me. I will go seek the King. This is the very ecstasy of love, Whose violent property fordoes itself, And leads the will to desperate undertakings, As oft as any passion under heaven That does afflict our natures. I am sorry,— What, have you given him any hard words of late?
238	2	1	OPHELIA	POLONIUS	No, my good lord; but as you did command, I did repel his letters and denied His access to me.
239	2	1	POLONIUS	OPHELIA	That hath made him mad. I am sorry that with better heed and judgment I had not quoted him. I fear’d he did but trifle, And meant to wreck thee. But beshrew my jealousy! It seems it is as proper to our age To cast beyond ourselves in our opinions As it is common for the younger sort To lack discretion. Come, go we to the King. This must be known, which, being kept close, might move More grief to hide than hate to utter love.
240	2	2	KING	QUEEN	Welcome, dear Rosencrantz and Guildenstern. Moreover that we much did long to see you, The need we have to use you did provoke Our hasty sending. Something have you heard Of Hamlet’s transformation; so I call it, Since nor th’exterior nor the inward man Resembles that it was. What it should be, More than his father’s death, that thus hath put him So much from th’understanding of himself, I cannot dream of. I entreat you both That, being of so young days brought up with him, And since so neighbour’d to his youth and humour, That you vouchsafe your rest here in our court Some little time, so by your companies To draw him on to pleasures and to gather, So much as from occasion you may glean, Whether aught to us unknown afflicts him thus That, open’d, lies within our remedy.
241	2	2	QUEEN	KING	Good gentlemen, he hath much talk’d of you, And sure I am, two men there are not living To whom he more adheres. If it will please you To show us so much gentry and good will As to expend your time with us awhile, For the supply and profit of our hope, Your visitation shall receive such thanks As fits a king’s remembrance.
242	2	2	ROSENCRANTZ	QUEEN	Both your majesties Might, by the sovereign power you have of us, Put your dread pleasures more into command Than to entreaty.
243	2	2	GUILDENSTERN	ROSENCRANTZ	We both obey, And here give up ourselves, in the full bent, To lay our service freely at your feet To be commanded.
244	2	2	KING	GUILDENSTERN	Thanks, Rosencrantz and gentle Guildenstern.
245	2	2	QUEEN	KING	Thanks, Guildenstern and gentle Rosencrantz. And I beseech you instantly to visit My too much changed son. Go, some of you, And bring these gentlemen where Hamlet is.
246	2	2	GUILDENSTERN	QUEEN	Heavens make our presence and our practices Pleasant and helpful to him.
247	2	2	QUEEN	GUILDENSTERN	Ay, amen. Enter Polonius.
248	2	2	POLONIUS	QUEEN	Th’ambassadors from Norway, my good lord, Are joyfully return’d.
249	2	2	KING	POLONIUS	Thou still hast been the father of good news.
250	2	2	POLONIUS	KING	Have I, my lord? Assure you, my good liege, I hold my duty, as I hold my soul, Both to my God and to my gracious King: And I do think,—or else this brain of mine Hunts not the trail of policy so sure As it hath us’d to do—that I have found The very cause of Hamlet’s lunacy.
251	2	2	KING	POLONIUS	O speak of that, that do I long to hear.
252	2	2	POLONIUS	KING	Give first admittance to th’ambassadors; My news shall be the fruit to that great feast.
253	2	2	KING	POLONIUS	Thyself do grace to them, and bring them in. He tells me, my sweet queen, that he hath found The head and source of all your son’s distemper.
254	2	2	QUEEN	KING	I doubt it is no other but the main, His father’s death and our o’erhasty marriage.
255	2	2	KING	QUEEN	Well, we shall sift him. Enter Polonius with Voltemand and Cornelius. Welcome, my good friends! Say, Voltemand, what from our brother Norway?
256	2	2	VOLTEMAND	KING	Most fair return of greetings and desires. Upon our first, he sent out to suppress His nephew’s levies, which to him appear’d To be a preparation ’gainst the Polack; But better look’d into, he truly found It was against your Highness; whereat griev’d, That so his sickness, age, and impotence Was falsely borne in hand, sends out arrests On Fortinbras; which he, in brief, obeys, Receives rebuke from Norway; and in fine, Makes vow before his uncle never more To give th’assay of arms against your Majesty. Whereon old Norway, overcome with joy, Gives him three thousand crowns in annual fee, And his commission to employ those soldiers So levied as before, against the Polack: With an entreaty, herein further shown, That it might please you to give quiet pass Through your dominions for this enterprise, On such regards of safety and allowance As therein are set down.
257	2	2	KING	VOLTEMAND	It likes us well; And at our more consider’d time we’ll read, Answer, and think upon this business. Meantime we thank you for your well-took labour. Go to your rest, at night we’ll feast together:. Most welcome home.
258	2	2	POLONIUS	KING	This business is well ended. My liege and madam, to expostulate What majesty should be, what duty is, Why day is day, night night, and time is time. Were nothing but to waste night, day and time. Therefore, since brevity is the soul of wit, And tediousness the limbs and outward flourishes, I will be brief. Your noble son is mad. Mad call I it; for to define true madness, What is’t but to be nothing else but mad? But let that go.
